direction,entry_time,exit_time,entry,stop,target,exit,rr_target,r,outcome,zone_source,bars_held
short,2024-08-06 07:00:00+01:00,2024-08-14 09:00:00+01:00,1.0940918922424316,1.1011780620574951,1.0789813995361328,1.1011780620574951,2.1323921244700568,-1.0,stop,bpr,145
long,2024-08-16 18:00:00+01:00,2024-08-21 16:00:00+01:00,1.1015641689300537,1.0971139645576478,1.1149147820472716,1.1149147820472716,3.0,3.0,target,fvg,69
short,2024-08-22 02:00:00+01:00,2024-08-23 15:00:00+01:00,1.1147029399871826,1.1179166052103042,1.1075423955917358,1.1179166052103042,2.228155049856546,-1.0,stop,fvg,37
short,2024-08-26 10:00:00+01:00,2024-08-28 13:00:00+01:00,1.117817997932434,1.120672321343422,1.1117286682128906,1.1117286682128906,2.1333706251023234,2.1333706251023234,target,fvg,51
long,2024-08-30 07:00:00+01:00,2024-08-30 16:00:00+01:00,1.1087703704833984,1.1057288079023362,1.1161960363388062,1.1057288079023362,2.441398346245546,-1.0,stop,fvg,9
long,2024-09-02 07:00:00+01:00,2024-09-03 10:00:00+01:00,1.1069294214248657,1.1042633036375047,1.113089919090271,1.1042633036375047,2.310662227531603,-1.0,stop,fvg,27
long,2024-09-11 02:00:00+01:00,2024-09-11 13:00:00+01:00,1.1039965152740479,1.1015866368532181,1.109139323234558,1.1015866368532181,2.1340528700777996,-1.0,stop,fvg,11
short,2024-09-11 13:00:00+01:00,2024-09-12 18:00:00+01:00,1.1020498275756836,1.1059266407489776,1.0904193880558015,1.1059266407489776,3.0,-1.0,stop,fvg,29
short,2024-09-18 05:00:00+01:00,2024-09-18 19:00:00+01:00,1.1123470067977905,1.115174481654167,1.1039965152740479,1.115174481654167,2.9533389147247346,-1.0,stop,fvg,14
long,2024-09-19 06:00:00+01:00,2024-10-01 14:00:00+01:00,1.1133378744125366,1.1071982452869416,1.1317567617893218,1.1071982452869416,3.0,-1.0,stop,fvg,198
short,2024-10-08 13:00:00+01:00,2024-10-10 18:00:00+01:00,1.0978153944015503,1.1002090543985366,1.0906344144105915,1.0906344144105915,3.0,3.0,target,fvg,52
short,2024-10-14 00:00:00+01:00,2024-10-17 14:00:00+01:00,1.0926573276519775,1.095869445347786,1.0830209745645523,1.0830209745645523,3.0,3.0,target,fvg,86
